artist,title,lyrics
Heavy D,Who's the Man?,"Oh yes this is special
This is direct from what we call The Funk House
This is a total dope phat one, knowhatI'msayin?
And this is how it's done, Uh!

I did good in my hood as a youngster
The Heavster was never a punkster, no sir
No ma'am, hot damn, me and Michael Jackson jammed
I dug Soul Train, not American Bandstand
The bigger nigga is back and I'm on the right track
As a matter of fact, I'm all that
So ring around the Rosie, oopsy-daisy
Topsy turvy, you never heard of me you don't deserve me
Fly like Kinievel, drive like a BMW
You never knew I could bring trouble to
a cordless you can't afford this don't get aboard this flavor
Unless you got the fever flavor for a Pringle
Come be a single, let me see you mingle jingle dangle
Sammy Davis Jr. was Mr. Bojangles
(Here is something you can't understand)
Tell me y'all, who's the man?

Who's the man? (The Heavster)
(""Time keeps on slipping"")

Yes, too many brothers be fakin' moves, or frontin' grooves
Peace to all the brothers on the block, drinkin' and passin' brew
Money tried to flip but he got flopped
Said it was his corner let him know his corner's on my block
I know your fantasy, don't Stay, I ain't Jodeci
When I used to juggle y'all was crumbs who didn't notice me
But now you see me in a magazine, on your TV screen
On the radio liver stereo lookin' clean
All of a sudden I'm attractive, I'm handsome, I'm gorgeous
But back in the day you used to say you can't afford this
I wreck shops and got props from New York to Cali
I'm Big Willie, you silly Sally from the valley
Ain't nuttin changed... wait a minute, I'm a liar
The crib is definitely doper and the girls a lot flyer
(Here is something you can't understand)
So tell me y'all, who's the man?

Who's the man?
Who's the man?
Who's the man?
Phenomenon one, phenomenon two
Who's the man?
Like I said, this here, is official

Back in the day I used to punch clocks now I'm drippin' props
And countin' loot, and shootin' hoops, and lookin' cute
in tailored suits, made for the Over-weight Lover
undercover, over cover
You know my MO I do damn well on the stage show
I'm gettin' paid by the pound and I got mad flow
Flip flop who's the bigger one, quick to figure one
two, three two one, ah!
Keep a pen and a pad on stash
I used to crab the last, now I flow for dough, and I rhyme for cash
I'm glad to say goodnight to Johnny Carson
And brother where you rub it 'fore you catch the Magic in your Johnson
Honeydips, money grips
I know the difference cause I learned tricks in the ghetto mix
(Here is something you can't understand)
So tell me y'all, who's the man?

Everything here, is phat, knowhatI'msayin?
Don't take it the wrong way, but I'm lettin' you know
For the last time, this here is official
This is fat"
Heavy D,Here Comes the Heavster,"Uhh, yeah, here we go, what
funk funk flow, funk funk flow, here we go
Uhh, yeah, here we go, what
funk funk flow, funk funk flow, here we go
This one goes out to all those heads
KnowhatI'msayin? Bronx, Brooklyn, Queens, Manhattan
Money-earnin' Mount Vernon, can't forget the uptown
Here we go

Aiyyo turn me loose I don't produce with no buttercup
Premier got the butter cuts, here comes that ol' rugged stuff
No room for no pitty-pat, petty kitty-kat rap
I jig em renege em or give em a dug em diggum smack
I seen you hangin on ghetto blocks, tryin to get ghetto props
You need to stop, you're just a ghetto flop
Here comes niggy-nack piggyback, knapsack sacky
Saki, classic like a Kawasaki, rough like Rocky
Sisters call me dadi Puerto Ricans call me papi
You can't stop me
Uhh, 'cause in these times of tough times
I'm coming with rough rhymes
Rugged beats I'm passin' time on satin sheets
And where I came from, some come from
Tryin' to diss the champion, numba one, Don Gargon
Talkin' behind my back like they alla that, they ain't halfa that
Matter of fact, I'm the one who put the town on the map
Tick tock tick, things are getting thick
""Here comes the Heavster, and I know it makes you sick""
Yeah funk funk flow, funk funk flow, here we go
Uhhh yeah, well alright c'mon
Funk funk flow, funk funk flow, here we go
Yeah yes, well alright c'mon
Funk funk flow, funk funk flow, here we go

Here comes the bigger bro, I'm on the slow nigga flow
I like to do bigger show, so I can get bigger dough
I hung out in crazy states, sit down and ate crazy steaks
In the morning time I wake up with a rhyme and some Corn Flakes
Rap is a stallion's job, hung out with Italian mobs
I been around the world with pretty girls and they credit cards
Around in the Source van, got paid when my horse ran
And despite the verdict, I'm still a Mike Tyson fan
In the trench I get ruff, on the stretch, I get vexed
Eddie F's on the set who's next to get wrecked
Mr. Sweeperman, time to do the sweep up
Brothers couldn't keep up, spendin' too much time with their feets up
Listen to it, this is how I do it
When I wreck a set rhymes float like fluid
Lord have mercy on those who curse me
You don't appreciate, neither-for you don't deserve me
Tick tock tick, things are getting thick

""Here comes the Heavster, and I know it makes you sick""
Yeah what? Funk funk flow, funk funk flow, here we go
Uhhh talk about it alright yeah
Funk funk flow, funk funk flow, here we go
Uhhh yeah, well alright c'mon
Funk funk flow, funk funk flow, here we go

[Repeat x8]
So break it down
""So easy does it on the DL, the Heavster""

Didn't it make you sick when I went pop and I kept my props 
and I blew up the spot and was large on your block
I know it did that's why you formed the committee
Of a bunch of itty bitty silly Milli Vanilli hillbilly niggies
never mind all the chitter chat, cause I got a bigger bat
Step out of line again to get your jaw tapped
Don't try to play me for cream puff
Forgot I was big stuff, rough tough, and all that stuff, huh?
You jabber jaw junkie, rap tour flunkie
Quick at the lip, but when you see me you flip like a monkey
It always amazes me, how some brother's faces be
Smilin' but behind your back they talk like an enemy
But I got a sharper blade, from here I see better days
Sittin' on my porch countin' loot drinkin' lemonade
Swingin' with the shy type, girl who's the fly type
The non gettin high type, that's how you know she's my type
Tick tock tick, things are getting thick

""Here comes the Heavster, and I know it makes you sick"""
Heavy D,Yes Y'All,"[Chorus]
Oh yeah, oh yeah, oh yeah
Do it like this though, do it like this though, do it like this though
Make it fat like
DIS, dis, UH, uh, HEH, heh, UH, uh
HEH, heh, UH, uh, HEH, heh, UH, uh

Aiyyo ruff ruff rugged rugged ruff ruff digga Dan
Who's that?  The man, I'ma slam it like Bam-Bam
The big man, the bigger plan, the nigga jams
Quick to figure and I pack Palladium stadium stands
Rugged raw, clear the floor
R&B hardcore plenty more. been on plenty tours
Been in plenty drawers, far from just okey-doke
Not into no hokey-poke, although I may drink a Coke
Hell no I won't smoke no coke
Steady steady but ready for pitty petty
Big and heavy, far from Chevy, so save your gas for Getti
Mic check it, microphone check it
Watch me wreck it; I'm never half steppin'

[Chorus]

Far from a chump, I'm a champ, I get amped
When I run through camps, gimme some plaques on the stamp, HEY
I need a girl who got plenty trunk, who knows I got ghetto funk
Not into blunts but I be on a stunt hunt
Got crazy drama, dramatics, big girls in Bahamas are addicts
So now they cling like static, dig it
I rolled up on some old wonderama type of drama
I'ma, comma, big belly punanny momma harmer
Bag a cute, so NIGHT troops, I'm all about
Two scoops, I cut loose, just me and a few troops
To handle static to me is automatic
I never panic or stall, I'm gigantic so yes, y'all

[Chorus]

Uhh, king of the big boys, bigger boys, don't even matter
Save all the chitter chatter, I make em split and scatter
I keep em goin for blocks, I never ran from cops
I roll with my flock, and get props from dreadlocks
I treat a mic like a bad habit, I grab it I gotta have it
A funky junkie flippin styles is automatic
I freak a beat like a prostitute, I'm always in hot pursuit
I'm tryin to get lots of loot, lots of boots
Do jungle rocks like a hustler moving crack
Like a muscl-er microphone damager handin ya rough like a wrang-ler
Sew up cities with girls of pretty, known for the nitty gritty
My flavor, is major, you're itty bitty

[Chorus]"
Heavy D,A Buncha Niggas,"[Intro/Chorus:]
Who's on the microphone? A BUNCHA NIGGAS! (repeat 3X)
I got my crew so other niggas better leave us alone
[Chorus]
[Third Eye]
The Group Home's down yo, flippin with West and me
Charge a gap quick kid, best believe it G
Oh, I like to flip the script and have a track record
Wreckin it swift, I'm tellin ya to heck with tell to get with the
Crazy hairy thinkin drinkin cripple drunken monkey
Style back alley freaky ass to gas technique
So peak, it's about to get deep, we just kick
Your Third Eye right open don't let your eyeball sleep
The next step is the check, let's tell theses niggas whassup
Cause we get freaky G, no you can't get with me
Save yourself the trouble step back black, and don't even bother
Word to Shop and Swift they get called in like I'm your father
[Chorus]
[Guru]
Aiyyo, it's time for me to flow and get down with this
I'm pullin out my mic, spittin off some rounds to this
I gotta known rep, so son you better slide out
Cause when I'm flippin, I'll be rippin your pride out
So called gangsters play roles like in the movies
Oughta save that, they're way bad, you could never do me
I'm real as they come, I'll beat ya numb with my vocal tones
Words hit like aluminum bats to your dome
No charges against me cause I'm jumpin the law man
A-men, punks should cancel their plans
As the invincible principle Gang, is gettin bigger
Sayin peace to the Heavster rollin with a buncha niggas
[Chorus]
[Biggie Smalls/Notorious B.I.G.]
I bring drama like ya, spit on my momma
Cannibalistic, like that nigga Jeffrey Dahmer
I'ma, head peeler, girl stealer
Coffin sealer, ex-drug dealer, HUHHHHHH!
When I hit you with the blow of death I leave nothin left
I cook you up so quick they call me Biggie Smalls the Chef
My burner's in my left, I'm not the type to fight
I'm blowin up quick like a stick of dynamite
So call nine-one-one, Biggie's got a gun
The gat to your back, I'm smokin everyone
Quick to pack, quick to squeeze on the trigger
Who's in the house? HUHHHHHH! A buncha niggas!
[Chorus]
[Rob-O]
Like yo, beg your pardon, whoa
When I put one to the head nuff funk shit startin
Fine, so I headline for the public
Get mine for my rap subjects
Packed with potential, wisdom versatile elements
To quench your sense, I get down so feel the mental
Rhyme pro I'm Rob-O, the super spectacular
Brown skinned junior from Africa
Blowin up so it's, possible to freak
See the highlight, in fly writing, don't give a [f*ck]
I split when it's through then it's get with the Guinness brew
And give a shoutout to my Uptown crew and still I'm wreckin
[Chorus]
[Heavy D]
Yo, here I go, here I go, here comes the man again gain
Ruff with a pad and pen, so run go tell your friends
It's the big belly babalu boogaloo big, boy
And I got plenty honies there's no need for no sex toy
Free me, slavery, let me go oh no no no
No longer will you treat my beautiful sisters like they're filthy hoes
Never ran from static men to crew get dramatic
And I get crazy respect from crazy crews with automatics
Now push could come to shove because they love the way I flip a skip
And that's what keeps me kinda popular with all the honeydaps
So look at me now, and tell me who is bigger?
When I'm on the block I'm with my flock and I'm rollin with a buncha niggas
[Chorus]
[Busta Rhymes]
Well HELLO HI! HELLO HELLO! How ya doin?!
HI! Hello hi HEY, how ya doin?! Voltronic!
Busta Rhymes comin with the mad ultrasonic
Esophagus to rock it, wreckin niggas need to stop it
You get your style busted that's just what they get for comin
You want some?! Yes I know you want some of the TALENT!
But you can juice up, and em-otionally get wicked
To stick it, in your inner groove watch a nigga kick it
Ohh hah! Yo Bee, Busta Rhymes
Be my niggan, never muggin, only lovin and huggin
My niggas, as we get bigger we come diesel
As masculine figures, L.O.N.S. we gettin thicker with a buncha niggas!
YESS!
[Chorus]2X"
Heavy D,The Basement,"Ah yeah! feel the funk bay-be!
That’s right, this is called the basement!
And my man cl smooth kick it for you like this

From the heights, not what am I write, simple I can do this
Like Popeye to Brutus, I’m your host like a stewardess
Fly with the neighborhood hi-jackin' fella
So prepare for landing, and crash into a cellar
Bodies in the Buddha cloud, misty in the tune
Like a show all nights, a figure eight in a lagoon
With Pete Rock, the complete lock and beat stop
Now all the horny heffers wanna dangle on my er
Down by the dungeon with the cracks on the wall
Buffoon I’m like a mink while you’re soon to pimp a raccoon stole
Vocal arrangement, ready set to hit the pavement
But not before the kid leave the basement

The basement, put the funk in grand
Here comes my man
My brother, grap lover, get wreck cousin, c’mon

Call me the grap lover, yes, the younger soul brother
Keep your eyes on the prize cause you won’t find another
When the funk is played, the rhyme I display
Quick to bust a ditz so don’t slip in the way
Of the kid, with the flavor, the party people savior
Clockin' all the honies, eyes sharp like a razor
I kick a dance step, you’re soon to discover
Yo, that’s the kid from mecca and the soul brother
Yeah once in a while I be with cl on the dl
Or I flow with pete, and find my placement in the basement
The basement, yes where the beats and the rhymes flow
Peace I gotta go, grapster’s out the door of the basement

Of the basement! next we got, a special guest
I ain’t gonna tell you who it is
C’mon, rap along

Tick tock tick, things are gettin' thick
Here comes the heavster, and I know it makes ya - sick!
To see a black man gettin' paid on the regular
Car with the cellular, fellas I’m tellin' ya
I got plots and plans, pots and pans
Stocks and grands, so make room for the big man
I walk the streets in peace and I’m never strapped
But I know a crew of young guns that’ll send you back
So easy does it on the dl
Peace to Pete Rock, and the mecca don cl
Heavy d’s on this track, lettin' you know there’s no replacement
Peace signin' off, check one two straight from the basement

Straight from the basement
I’m tellin' you now, kid
It’s crazy fat
I wonder who this is comin' up? 

Fourth but not least, the backbone of the wig out
Freestyle, crazy hardcore, no sellout
Speakin', upon where I dwell from the dungeon
All over the u.s. states, even London
Past time present, black to the future
Swimmin' in beats like a dolphin, so call me don shula
A raider well like art shell, crazy defense
A pro bowl with soul for local events
The crew name is cl smooth and Pete Rock
Here to sail when I prevail and stare into the dock
The pimp daddy of the funk flavor, catch you later
Clever like a secret agent comin' from the basement

That’s right, crazy funky
Aw my man
He’s crazy funky, his name is rob-o, check him out

Ali-kazaam, you’ll never guess what I am
Motto is that nothin' ever changes but haircuts and kicks
To stacks of vocal breaks life pays when
Kid said, Pete makes beats in the basement
Cold hit, the pavement, over to the chill side
The real side, the 7-7 hillside
I thought I’d just chill, take a breath
Straight up Columbus hill, make a left
And get fixed, plus the ghetto chicks got flicks
Of me stacks of kicks, my joint’s bumpin' lovely
Walkin' down the street, much props, on the ? 
I hear voices sayin', that’s rob-o’dingo in the basement

Ah ha ha ha! hah yeah! this is funky!
I can feel it
My man from the Vernon, his name is di-da, make it raw

Fly like an eagle, a seagull
Always into somethin', like snoopy, the beagle
People, grab a tight hold of the sound
Hard, snatchin' raw papes off the shelves
Blowin' up spots from state to state
I’m comin' to town but you just can’t wait
Check the station, for conversation at six-block
Uno here, to put suckers in the mix
I get deeper than oceanography
Thinkin' of crazy shit, like psychology
So speak the piece, then slide like grease
The beat is fat, but the rhyme is obese in the basement

In the basement, is where I dwell
Check the MC swell
Cause I am, crazy funky, with cl smooth
My man ? ,rob-o, g-r baby pah
The heavster, my brother grap lover
Everybody"
Heavy D,My Love,"Oh,
Baby
What'cha gonna do
Baby
My, my, my love

I was a fool to let you in
Knowing you would play with my heart
That was so long ago that I thought 
We could make a new start
You left me broken hearted
From the day your love departed
Now that love you found with someone new is gone
And so you want to come back

What'cha gonna do without my love
(My love)
My love
What'cha gonna do without my love
(What'cha gonna do, what'cha gonna do, baby)
What'cha gonna do without my love
(My love)
My love
What'cha gonna do
Now that my love has gone away from you

Sweet memories of yesterday 
When it all seemed so right
I was loving you, kissing you, 
Holding you tight
I wish you know that a woman
That you learn to leave today
And it's a shame that you want to come back now baby
My love has gone away

What'cha gonna do without my love
(My love)
My love
What'cha gonna do without my love
(What'cha gonna do, what'cha gonna do, baby)
What'cha gonna do without my love
(My love)
My love
What'cha gonna do
Now that my love has gone away from you

I played the fool for you baby
And you stole away my heart
(What'cha gonna do)
Now that my love is gone away
(What'cha gonna do)
Sweet memories of yesterday
(What'cha gonna do)
Now that my love is gone away

What'cha gonna do without my love
(My love)
My love
What'cha gonna do without my love
(What'cha gonna do, what'cha gonna do, baby)
What'cha gonna do without my love
(My love)
My love
What'cha gonna do
Now that my love has gone away from you
What'cha gonna do without my love
(My love)
My love
What'cha gonna do without my love
(What'cha gonna do, what'cha gonna do, baby)
What'cha gonna do without my love
(My love)
My love
What'cha gonna do
Now that my love has gone away from you"
Heavy D,Don't Curse,"This one definitely goes out on a censorship tip
So everybody sit back, relax and have a champagne sip
We gonna teach these people out there who are
Against saying what we want to say the right way
ya know what I'm saying, so what we're gonna do
Is kick back, swing a little funky beat by my man
DJ Pete Rock, producer extraordinaire, yo Pete Rock
Make it clear

I can flex, bend, lend a pen to a friend
Keep a party pimping from now to then
I don't have to swear, curse or juggle
Lyrics in the verse to make a party bubble
So mister Censorship, tell me, what's your problem
There's girlies on the corner, and phifey can't solve 'em
How did she say it, I'm curious G
Does she say honey love me, or baby baby, funny
Anyway, we say what we want to say
Play how we want to play, feels good that way
So G Rap, huh, it's time to kick a verse
Do your man a favor and don't curse

You're telling me don't curse on a verse, they did it worse
First I put a curse on every verse
I kind of got outrageous
Check it, even made a record on how I'm doing on the be	-I-T-see-he's
Drop some verses for the bust
Every word that you heard is cause I didn't give a f-, aw shucks
Hey yo, I almost forgot
The curse is a plot but it's getting kinda hot
So I'm a let profanity retire, hey
But if worse comes to worse, I'll cut you out like Richard Pryor
So Grand Puba, kick a verse
But do your man a favor and don't curse

Don't curse bust it
I won't curse, I'll take a famous curse word and just say kcuf
Kcuf flipped around the other way means ha
Boy when I do, I see, I can't get stuck
Jump on the mic then I earn a quick buck
Buck meaning loot, then I grab some boots
And set wit my troops
For those who can't follow and got stuck
Kcuf flipped the other way means ahem, hem hem
It's just a curse, I freaked a nurse in a hearse
But I made sure I had my hat first
CL Smooth, it's time to kick a verse
God cypher the rhyme, you can't curse

Go ahead ask me, when I kick a curse in a verse, I say nope
Grab you by your hand, wash you're mouth out wit soap
Thinking to be the last one wit the bad lingo
Scooping on the skins in the church from your bingo
Sounds of the Mecca, dark fresh from the tailor
Because they made a movie when he cuss like a sailor
Better yet, dialect dirty like a subway
Freaking for your loot, here to make it go the other way
In a vocabulary scrimage
But cursing in my village ain't good for my image
So Big Daddy, you know it's time to kick a verse
But do your man a favor, don't curse

Uh, the smooth rap inventor that enter
Parental discretion's not advised so there's no need to censor
Kiss on, peep it, but you want to beep it, what
I feel like slapping a sticker on ya (chill chill, see) but
Too magical rhymes are too tragical
For any source to stop Kane from getting capital
If I thought sticking me was dissing me
Man, don't you know that this would be worse than Stephen King's Misery
So clean all profanity, stealing all the man to be
Rocking any microphone you're handing me
So Heavy D, I'm about to disperse
So kick another verse and don't forget not to curse

God Bless but I can't mess around wit the curses
So I'm a kick verses or a verse
Soul brother number one here to kick facts
Smoke the microphone and produce crazy tracks
Your my bad bro, let's start the flow
I'm a kick rhymes till it's time for me to go
I can't curse cause Heavy D said so
Now I'm a get back to the subject
Get wreck, if you think I'm bluffing, just check
Wit the crew, Pete Rock and CL Smooth very down to earth
And we didn't have to curse

Yea, yea the Abstract poet Q-tip of a Tribe Called Quest
Here to wreck, ya know what I'm sayin'
Got my man Pete Rock and my man Heavy D in the house
And we're definitely chilling on the lifted tip
So bust the spit out, aha

Flim flam flim, lick my big black stuff
Plus I kick a curse to be rough enough
You can put the sticker where the sun don't shine
So back off and let me get mine
Visions in my head when it's dealing wit hits
If I had 4 girls then I lick 8 its
Wait, don't want to hear no drama
Cause the bum didaly Heav is a fav of my mama's
So i blew out get mad lifted
Don't have to say up the show that I'm gifted
God bless me 'cause I reach my 21st
Heavy D, don't drop a curse

Peace, peace, peace to the preacher
I'm talking about a verse without a curse that's how I reach ya
I can rock a party without a swear or a harsh verb
Backwards, no curse words, Heavy D prefers
So swing, swing to the Soul bequiem rhythm
Before I say goodbye, let me tell ya how I hit 'em
CL, Pete Rock, G Rap, Maxwell
Big Daddy, Q-Tip and ah me as well
Time to say peace, thank Pete for the beats
This funky beat was made for the street
Notice how clean that we kept every verse
But if worst came to worst (We all say a curse)

(Free Slick Rick)"
Heavy D,Now That We Found Love [Club Version],"Now that we found found love
What are we gonna do with it. 
Now that we found found love
What are we gonna do with it. 

One two, tell me what you got
Let me slip my quarters inside your slot to hit the jackpot
Rev me up Rev me up 
My little buttercup
We can tug sheets snuggle up and get stuck
Believe it or not
Here comes the brother with glow
A strugglin', Bubblin' overweight lover hurt prone
So what's it gonna be
Me or the TV
Now let me take time to set your mind and your body free
So why don't you just stretch
Stretch for a sec.
Shake me, Shake me
Baby Baby bake me
No need to fake here I am
Come on and take me
Wind your body
Baby move your body
I see you slip sliding
Come on now do it hottie
I'm not quite sure as to what is going down
But I'm feeling Hunky Dory 
'bout this thing that I found

Now that we found found love
What are we gonna do with it. 
Now that we found found love
What are we gonna do with it. 

I dig the way you wiggle
You don't jiggle 
Once you jiggle
So hand over your love
Cause it's heavier
Than it'll 
Move like a Mover
Sye wanted to groove 
So I grooved her
Then she wanted to learn
So we'd be schoolin'
So I schooled her
(Mary had a little lamb)
But not like this
We can waltz and turn 
Rumble tumble and twist
Then you think you gonna give in
Phantasies relivin'
So lay down and relax
Lover my lady
Lady love of my baby girl
Spread your wings
So we can fly around the world
When you drop me kisses 
You're so cute you drop the bomb on me
Stretch it 
Stretch it
Flex it
Flex it
Gimme the permission
Okey, Dokey
I'll bless ya
Blessin' like buddha
Buddha as the bless
You can lay down on the Lover
Put your head on my chest

Now that we found found love
What are we gonna do with it. 
Now that we found found love
What are we gonna do with it. 

What can we do
What are we gonna  do
Roses are red and Violets are blue
Love is good and plenty
If you get plenty good lovin'
Do me right
Do me right
My lonesome dove
Tell me one more time
What is this thing called love
I'm not quite sure
As to what is going down
But I'm feelin' Hunkey Dory
'Bout this thing that I found"
Heavy D,Let It Rain,"[Chorus]
I don't want to go outside
I just want to be with you
I don't feel like takin' a ride
You know what I want to do
Girl you makin' me sweat
Come close
Let's see how far we can get
And I'll ease your pain
So let it rain
Let it rain
Let it rain

Let it rain 
Honey pop the umbrella
The heavster goes down smooth as ?
Fingers keep twiddlin'
But I'll keep drizzlin'
Play like a fiddle and 
Here to move a million plus
Cause when I'm damp i don't rust
Girls make a fuzz
For the lover they lust
Nature takin' it's course 
So precise
Provin' Heavy D can strike more than twice
Pronto
Snuggle
Better yet
Cuddle
Happy like a little kid 
Playin' in a puddle
Of H2O
A drip drop ?
So figure I'm somewhere
Makin' a rainbow shine
With an intend to broaden
The quiet storm
That lurks more often
So lay with the lover 
Snuggle up under the cover
And I'll ease your pain
So let it rain
Let it rain

[Chorus] 

Now we can go down stairs
Strike a match to the log
Let the fire place burn
Dim the lights till it's dawn
Don't worry honey
I'll take good care of ya
I know what I'm doing 
I get wrecked on a regular
Red light
Green light
One two three
Hey yo who's on the mic
Well it's me Heavy D.
And I become somewhat of a national figure
You see some are big but the heavster is bigger
And I like candy bars with nuts
And ippy dippy girls
With prodigious butts
So lay with the lover
Snuggle up under the cover
And I'll ease your pain
So let it rain
Let it rain

[Chorus

Okey Dokey
Lookin' for a trophy
Giggolo, Romeo
Wrong category
More the dawn one type
Smooth like preacher
Your high school teacher
Just call me your daddy O
Loungin' on the padio
Actin' like a kid 
But drive a jeep 
not a caddy though
Pardon me Miss
In your high heel steps
Come inside the crib set
Before you get wet
Now just for prop
Let's keep this official
Heavy is the name
D is the initial
I love the way you strut in that suit from France
There's a party tonight
Would you like to dance
You're rollin' with the lover
So be sure you dress clever
I pick you up at eight
And my drops off whatever
All of a sudden  
I got the tingle fro a Twinkie
Fever, flavor for a Pringle
I think I like to mingle 
With somebody thick
Someone that I can cling to
A milk chocolate beauty
Someone that I can sing to
You got the makings of a rainy day girl to me
So come a little closer
Let's see 
how it would be

[Chorus]

Lightning and thunder
Kinda makes you wonder
Not too bad
For a brotha who's the son
Of a father who's a tech
And a mother who's a nurse
And I get paid 
'Cause I learned to kick a verse
I'm on a roll
I got 'nough control
Who needs a grammy 
When you know you got soul
I'm a smooth
Yella
Complexion
Vanilla
High Low
Aphro 
Intelligent fella
You look worried
Does something trouble ya
We can take a ride in my
Heavy D M W
But let's wait till the rain stops
So you can 
Gimme what you want 
And show me what you got
But for now 
Just snuggle me Snuggle me
Quit the chit chat
Double up and snuggle oven me
You got the makings of a rainy day girl to me
So come a little closer
Let's see how it would be"
Heavy D,Peaceful Journey,"Here's to you
You have gone through struggles, suffering
This one goes out to everybody in the world, but especially on the street level
Because I know where you comin' from and some of the things you do, I can understand
So through all your travels, I'm wishing you a peaceful journey

What is a friend for? Through rich and through poor
Kinda like a marriage balanced on a different floor
A friend could tell you things that he wouldn't tell another
So in essence, a friend could be considered a brother
You laugh and you play a lot, you talk and you say a lot
But when it's time to feel the pain, you cry and you pray a lot
I'm talkin' about you, you who have the time
A time to be my friend when no one else would be mine
Problems were nothing because I had my man to share them with
Hills were nothing neither, cause I had my man to climb 'em with
I'm really proud to say that I truly really knew you good
And oh, God's blessing from the entire neighborhood
And as the days drift, drift into the future
I laugh a little louder at the times that I was witcha
This one's for you and I truly hope you hear me
And through all your travels, I'm wishing you a peaceful journey

[Chorus x2] 
You'rrrrrrrre on my miiiiiiiiiiiind (You're on my mind)
And I wish you a peaceful journey (Peace!)
Brother I hope you hear me

In the corner, sits the little girl in tears
The shadow of a man overwhelms her fears
""Mommy, mommy, NO!"", the words of a battered child
The wicked, wicked mommy has the sticks swingin' buckwild
""Mister, mister, do you have a dime?
See, I'm hungry and I'd rather be a begger than do crime""
Sure here's your dime, go make a big ten bucks
Now sneak around the corner, get your joints and go beat him up
A kid on the streets, doesn't want to be beat
So he hangs on the block 'til his pop fall asleep
Missing kids on the milk carton
A lunatic kills kids for kicks and gets pardoned
Baby girls run away from home, huh
And two months later, they're stars on child porn
Tracks on the arms of a minor
Suzie ran too, but she'll be dead when they find her
Kids on the street movin' drugs, the thugs' growin' up fast
Wouldn't stop when one gets plunged
Junior stole a Benz with his friends
But got caught, now he's doin' time with twenties and tens
For the rest of his life, he learns to lean on the wall
And prays for the day when his number is called
This one if for you and I truly hope you heard me
Through all your travels, I'm wishing you a peaceful journey

[Chorus x2]

Pardon me, mister warden, I'm askin' for a pass
To come for some of my brothers who made mistakes in the pass
It's really not their fault, you see times are hard
And it was probably difficult for my man to find a job
Before he was forced, forced to make a living
By lying, stealing, and eventually killing
No one was born bad, we're all God's Kids
So who's to really blame for the wrong that he did?
And speakin' about the law, what are they for?
To beat us with a stick face down on the floor?
You preach and you preach that you want crime to stop
If you want crime to stop, stop hiring crooked cops
So hear me brother man, hear my plea!
If you want success all you gotta do is succeed
Love, life, pain, death
What else is left on the travels of life's steps?
In life, we lose, get bumped and bruised
The road you choose not necessarily a cruise
You giggle for joy, shed a tear for pain
There's a lot to lose, and a lot to gain
Though when you walk on the streets, try to walk on street smarts
When you see your man down, try to have a little heart
This one if for you and I truly hope you heard me
Through all your travels, I'm wishing you a peaceful journey

[Chorus x4]

Yeah, you're on my mind
Peace
Hear me now brother

Stop your killing, stop your killing
Stop your stealing, stop your stealing
Stop your killing, stop your killing
Stop your killiiiii-ehhhhh-eeeeaaasah
Huurrrrrrrr 
Who!

Take my hand, take my hand
If you need somebody, you can trust on me!
Ha, you can lean on me
Yes, you can errrr-aaaaahh-yaaahyaah"
